1,1,1,8,-0.486,-5.038,0.876,0,0,1,0,1,1
0,1,3,0,1.657,-2.598,-0.586,0,0,0,0,2,0
0,2,1,4,0.609,0.138,0.692,0,0,0,1,1,0
0,0,0,0,0.270,-18.259,0.206,0,0,0,0,1,1
0,1,2,7,1.747,-18.092,0.775,0,0,0,0,3,1
0,2,1,5,0.938,0.711,0.853,0,1,0,0,1,1
0,4,1,0,-0.031,-8.982,-0.332,0,0,0,1,3,1
0,1,1,3,1.869,-9.538,-0.375,0,0,0,0,1,0
1,5,1,4,1.338,1.864,0.152,0,0,0,0,5,1
0,0,1,1,-0.018,-12.900,-0.133,0,1,0,0,2,0
0,2,0,0,0.069,-10.905,-0.155,0,0,0,0,3,1
0,6,2,2,-0.722,-0.223,0.864,0,0,1,0,3,0
0,6,0,3,0.073,-13.805,-0.511,0,0,0,0,3,0
0,0,0,0,-0.772,4.152,0.390,0,0,0,0,3,0
1,4,2,3,0.317,-11.594,0.246,0,0,0,0,3,0
0,3,2,7,0.108,-16.967,0.725,1,1,0,0,5,0
0,4,2,3,0.574,-2.729,0.456,0,0,0,0,1,0
0,0,3,2,-0.688,1.268,-0.455,0,0,0,0,5,0
1,6,3,2,1.962,-9.551,-0.898,0,0,1,1,3,0
0,0,3,1,0.828,-7.178,-0.464,1,0,0,0,5,0
0,6,0,8,0.331,-4.498,-0.858,1,0,0,0,2,0
0,3,3,3,1.278,0.387,0.659,1,1,0,0,3,0
0,1,3,5,-0.815,0.150,0.331,1,1,1,0,3,0
0,0,1,2,-0.794,-14.272,-0.119,0,0,0,0,2,0
0,1,0,8,0.234,-16.382,0.559,1,0,0,0,5,1
0,4,2,2,0.555,-13.311,0.796,0,0,0,0,5,0
0,0,1,4,1.302,-9.556,-0.993,0,0,0,0,3,0
0,6,1,4,0.086,-12.758,0.481,1,0,0,0,1,1
0,0,3,3,1.415,-0.994,0.613,1,0,0,0,4,0
0,1,0,6,0.105,-10.190,-0.740,0,0,0,1,3,1
1,5,3,8,1.532,-16.885,0.004,1,1,0,1,3,1
0,4,0,4,0.300,-2.504,-0.611,0,0,0,0,5,0
0,1,2,7,0.653,-5.600,-0.281,0,1,0,0,4,1
0,0,3,2,1.185,1.625,0.780,0,0,0,0,1,1
1,4,1,2,0.285,0.191,-0.628,0,1,0,0,5,1
0,5,1,2,-0.728,-17.492,0.385,0,0,0,0,4,0
0,6,1,2,-0.965,-11.615,0.433,0,0,0,0,2,1
0,2,3,3,0.420,-15.768,0.779,1,0,0,0,2,1
0,1,1,3,0.102,-0.228,-0.670,0,0,0,0,2,1
0,0,3,6,-0.040,-15.531,-0.265,1,0,0,0,4,1
0,5,1,4,-0.118,-3.212,-0.935,0,0,1,0,4,1
0,2,1,7,-0.351,2.777,0.580,1,0,0,0,3,1
0,4,0,3,1.419,-13.408,0.788,0,0,0,0,4,1
0,0,2,4,0.328,-0.246,0.269,1,0,0,1,3,0
0,1,3,2,-0.862,3.571,0.615,0,0,0,0,3,0
0,3,3,8,0.907,-0.305,0.239,0,0,0,0,3,0
0,2,0,1,0.822,-3.848,0.962,0,0,0,0,3,0
0,4,1,3,0.301,-1.022,0.657,0,0,0,0,3,0
1,3,3,4,0.097,-12.802,-0.484,0,0,0,0,4,0
0,1,0,6,0.587,-14.390,0.705,0,0,0,0,2,0
0,4,2,5,1.824,-18.364,-0.999,0,0,0,0,5,1
1,4,2,3,0.647,-12.634,0.397,1,0,0,1,1,0
1,6,2,2,0.977,-0.387,-0.040,1,0,0,0,1,0
1,5,0,4,1.446,-16.534,-0.059,0,0,1,0,5,0
0,2,1,5,1.739,-4.459,-0.781,1,0,0,1,5,0
0,6,1,1,1.354,-12.400,0.152,0,0,0,0,2,0
0,0,3,8,1.297,-9.348,-0.521,0,0,0,0,1,1
0,3,2,0,-0.165,-2.122,-0.832,0,0,0,0,3,1
0,4,2,0,-0.210,-16.994,-0.980,1,0,0,0,1,0
0,1,1,7,0.157,1.046,-0.607,1,0,0,0,4,1
0,3,2,6,-0.453,-5.264,0.454,0,0,0,0,2,0
0,2,0,6,1.302,-18.898,0.406,1,0,0,0,3,0
0,2,2,8,1.765,-1.534,0.666,1,0,0,0,1,1
1,5,3,8,1.559,-15.523,0.109,0,0,0,0,1,1
1,5,1,8,0.158,-16.101,-0.107,0,0,1,1,3,1
0,2,1,0,1.644,-14.482,-0.951,0,0,0,0,1,1
0,0,3,1,-0.556,2.934,0.445,0,0,0,0,3,1
1,5,2,1,-0.533,-6.623,0.896,0,0,0,0,2,1
0,4,1,4,0.359,-15.768,-0.317,0,0,0,0,3,1
0,5,1,0,0.433,-7.970,-0.437,0,0,0,0,3,0
0,1,0,7,0.221,1.892,-0.809,0,0,0,1,1,1
0,6,2,7,-0.809,-12.678,0.214,0,0,0,0,3,1
1,3,2,8,0.501,-13.764,0.065,0,0,0,0,4,1
1,5,3,3,1.450,-0.819,-0.384,1,0,0,0,5,1
0,1,3,4,1.220,-15.785,-0.896,0,0,0,0,5,0
0,3,0,1,-0.483,-17.577,0.606,0,0,0,1,2,0
0,3,2,7,0.489,-7.222,-0.412,0,0,0,0,1,1
0,2,2,5,1.686,-2.126,0.046,0,0,0,0,3,1
1,4,3,4,0.045,-15.177,0.534,0,0,0,0,5,1
0,4,0,6,-0.479,-4.817,0.032,0,1,0,0,3,0
0,0,2,2,1.285,-5.500,0.103,0,0,0,0,5,0
0,5,0,0,-0.522,-17.939,0.860,0,0,0,0,1,1
1,5,2,5,1.769,-18.370,-0.859,0,0,0,0,4,0
0,4,0,5,-0.976,-9.631,0.657,0,0,1,0,5,0
1,3,2,5,0.796,-1.752,-0.747,1,0,0,0,3,0
1,6,3,8,1.924,-10.562,-0.148,0,0,0,0,5,0
1,2,2,5,1.932,-17.071,-0.752,0,1,0,0,3,0
0,3,1,2,1.292,-5.913,0.694,0,0,1,0,2,1
1,5,3,3,1.225,-1.725,0.160,1,0,0,0,4,1
0,2,3,0,-0.799,-11.475,0.592,1,0,0,0,5,0
1,5,2,8,0.354,-19.385,0.396,0,0,0,1,3,1
0,0,0,8,1.230,2.729,0.705,0,0,1,0,5,1
0,4,0,6,1.653,-11.960,-0.980,0,0,0,0,2,1
0,6,2,0,-0.932,3.500,0.343,1,1,0,0,2,0
0,6,1,7,1.245,-6.183,0.340,0,0,0,0,2,0
0,1,1,3,0.623,-4.259,0.483,0,0,0,0,1,0
0,4,0,7,1.859,-17.580,0.621,0,0,0,0,3,1
1,5,2,8,0.426,-0.982,-0.397,0,0,0,0,5,1
0,1,0,3,-0.096,-19.527,0.149,1,0,0,0,4,0
1,4,2,3,0.606,-16.235,-0.876,0,0,0,0,5,0
0,0,1,6,1.700,-16.848,-0.586,1,0,0,0,3,1
0,1,3,6,0.640,-18.735,0.401,0,0,0,0,2,0
0,2,0,4,1.592,-14.814,-0.010,0,0,0,0,1,1
0,4,0,6,-0.839,-7.855,-0.543,1,0,0,0,1,0
0,4,0,7,0.886,-14.263,0.166,0,0,0,0,2,0
0,2,3,2,-0.021,2.059,-0.134,0,0,0,0,3,1
0,1,3,8,0.633,-12.168,0.411,0,0,0,0,2,0
0,2,3,4,1.216,-19.373,-0.066,0,0,0,0,1,0
0,2,0,8,-0.147,-13.418,-0.326,0,0,0,0,4,0
0,5,1,8,0.302,-18.734,0.896,0,0,0,0,1,0
0,5,3,3,1.279,-9.600,-0.345,1,0,0,0,1,0
0,0,3,0,-0.015,-4.292,0.754,0,0,0,0,1,0
0,2,2,0,1.663,-8.464,-0.507,0,0,0,0,1,1
0,1,1,8,0.743,2.836,0.084,0,0,0,0,5,0
1,4,2,7,-0.569,-14.796,0.265,0,0,0,0,1,1
0,5,0,1,-0.519,-13.814,-0.945,0,0,0,0,4,1
0,2,0,5,1.357,1.023,0.168,0,0,0,0,3,0
0,3,3,5,0.208,-6.147,-0.773,0,0,0,0,2,0
0,3,0,1,-0.690,-19.738,-0.648,0,0,0,0,2,0
0,5,3,1,-0.653,-5.806,-0.788,0,0,0,0,1,0
1,6,0,8,-0.267,-8.608,-0.398,0,0,0,0,2,1
1,4,3,0,0.087,-7.325,-0.923,1,0,0,1,2,0
0,5,0,7,0.166,-0.967,-0.083,0,0,0,1,2,1
0,0,0,3,1.382,-19.052,-0.444,0,0,0,0,2,0
0,2,3,3,1.903,3.526,0.537,0,0,0,0,4,1
1,3,1,0,0.222,-16.945,-0.749,0,0,0,0,1,1
0,1,3,6,0.737,-12.283,-0.893,0,0,1,0,4,0
0,2,2,7,1.981,-8.564,-0.361,0,0,0,0,1,0
0,2,3,8,0.893,-16.680,-0.547,0,0,0,1,2,0
0,1,3,3,1.566,-3.609,-0.289,1,0,0,0,4,1
0,3,3,6,0.845,-5.000,0.145,1,0,0,1,4,0
0,2,2,6,1.945,-7.554,0.493,0,0,0,0,1,0
1,6,2,1,0.753,-16.053,0.887,0,0,0,0,5,1
0,1,0,1,-0.286,-7.685,-0.028,0,0,0,1,2,0
0,4,3,5,1.774,2.787,0.898,0,0,0,0,1,0
0,0,3,8,1.750,-14.059,0.752,0,0,1,0,2,1
0,1,1,8,0.563,-0.128,0.598,0,0,0,0,1,1
1,3,3,4,0.429,-5.005,0.772,1,0,0,0,1,1
0,2,2,2,1.468,4.850,0.730,0,0,0,0,4,0
0,4,2,0,0.535,-2.911,-0.349,1,0,0,0,1,0
0,6,1,1,0.801,-5.657,-0.641,0,0,0,0,5,1
1,2,1,6,1.705,-16.758,-0.816,1,0,1,0,1,1
1,4,0,8,1.386,-14.301,0.498,0,0,1,0,4,0
0,3,2,7,0.120,-3.651,-0.939,0,0,0,0,3,0
1,6,3,1,1.600,-14.329,0.339,1,0,0,0,2,0
0,3,3,2,0.625,-3.195,0.172,0,0,0,0,5,1
0,3,0,0,1.964,-1.284,-0.493,0,0,0,0,4,0
1,3,3,2,1.879,-14.620,-0.994,0,0,0,0,5,1
0,1,1,6,1.698,0.687,-0.413,0,0,0,0,5,0
0,0,0,1,-0.506,-2.902,-0.122,0,0,0,0,4,0
1,6,0,7,0.850,-19.060,-0.899,0,0,0,0,3,1
0,1,3,0,-0.485,4.842,0.106,0,0,1,1,4,1
0,3,2,8,1.521,-2.434,-0.223,1,0,0,1,3,0
1,6,3,1,0.110,-3.735,0.256,1,0,0,0,4,0
0,1,1,5,-0.374,-11.117,-0.029,0,0,0,0,1,0
0,4,0,7,0.249,-9.308,-0.432,1,0,0,0,2,1
0,4,0,1,-0.350,-5.538,0.707,0,0,1,0,2,0
0,3,3,3,-0.074,-18.453,0.451,1,0,1,0,5,1
0,4,1,7,-0.368,0.703,0.203,0,0,0,0,2,0
0,4,0,7,-0.477,-11.213,0.092,0,0,1,0,5,1
0,2,0,6,-0.453,3.427,-0.598,0,0,0,0,1,0
0,6,1,0,-0.347,-7.809,0.096,0,0,0,0,3,0
0,1,3,4,-0.784,-10.981,-0.253,0,0,0,0,2,1
0,3,2,0,1.155,-19.962,-0.839,0,0,1,0,4,1
0,0,2,7,1.170,-0.289,-0.534,0,0,0,0,3,0
0,5,1,5,0.899,3.676,0.903,1,0,1,0,4,1
1,2,2,8,0.224,-12.183,-0.580,0,1,0,0,3,1
0,0,0,0,0.188,-15.383,0.324,1,0,0,0,3,0
1,5,0,0,0.152,-14.096,0.491,1,0,0,0,4,1
0,2,3,8,-0.486,-15.116,-0.613,0,0,0,0,3,1
1,1,3,1,1.310,-6.293,0.670,0,1,0,0,3,1
0,2,1,0,1.508,-11.665,-0.352,0,0,0,0,1,0
1,1,3,1,0.979,-10.771,-0.090,0,0,0,0,2,0
0,0,3,6,1.547,3.457,-0.076,0,0,0,0,3,0
0,5,1,3,0.648,-13.552,-0.178,1,0,0,0,1,0
1,6,3,3,1.043,-0.219,0.858,0,0,0,1,1,1
0,6,3,7,0.001,-5.923,0.936,0,0,0,1,3,0
0,5,3,3,1.647,-15.280,-0.035,0,0,0,1,4,1
0,3,3,3,0.087,-0.263,0.259,0,0,0,0,5,0
0,2,3,2,-0.715,-12.442,0.873,1,0,0,1,3,1
0,1,0,6,1.053,-11.950,-0.647,1,0,0,0,5,0
0,5,3,0,1.269,-17.695,0.591,1,0,0,0,1,0
0,6,3,3,1.280,-4.111,-0.284,1,1,0,0,3,1
0,1,1,4,1.658,-8.156,0.355,0,0,0,0,3,0
1,3,3,2,0.294,-3.885,-0.362,0,1,0,0,1,1
0,5,3,7,0.738,-6.678,0.278,0,0,0,0,4,0
1,0,3,5,1.352,-18.936,0.745,1,0,0,0,4,0
0,2,1,5,1.557,-7.069,0.127,1,0,0,0,1,1
0,3,2,6,-0.385,-17.149,-0.657,0,0,0,0,3,1
1,2,2,7,1.590,-2.107,-0.382,0,1,0,1,3,0
1,2,1,1,0.655,-8.544,0.199,1,0,0,0,4,0
0,1,1,8,0.128,-14.384,-0.429,1,0,0,0,2,1
1,3,2,4,0.975,-4.427,-0.994,1,1,0,0,4,1
0,5,3,1,-0.969,-19.151,0.401,0,0,0,0,5,0
1,4,0,2,1.854,4.725,-0.438,1,1,0,0,5,1
0,1,2,5,1.831,-5.368,-0.349,0,0,1,0,2,1
1,5,3,7,1.949,-18.206,-0.553,0,0,1,1,2,0
0,6,3,6,-0.328,-0.430,-0.940,0,0,0,0,1,1
0,1,1,8,-0.504,2.422,0.609,0,0,0,0,2,0
0,3,3,1,0.183,-16.726,-0.292,0,0,1,0,5,1
0,0,1,7,0.422,-8.450,0.941,0,0,0,0,1,0
0,1,1,3,1.348,-2.485,-0.893,0,0,0,0,3,1
0,5,3,5,-0.926,-11.737,0.536,0,0,0,0,1,1
1,4,2,6,0.261,-1.546,-0.242,0,0,0,0,4,0
0,2,2,4,0.399,-17.728,0.978,1,0,0,0,4,1
0,1,0,7,1.413,-10.673,-0.881,1,0,0,0,1,0
0,0,0,0,0.334,-3.397,-0.881,1,0,0,0,1,0
0,5,2,1,0.905,-1.092,0.769,0,0,1,0,2,1
1,5,2,6,1.850,-17.648,0.646,1,0,0,0,3,0
1,6,3,4,0.702,-17.396,0.834,0,1,0,0,4,1
0,4,2,6,1.030,2.925,0.978,0,0,0,0,1,0
0,5,1,5,0.053,-2.273,-0.994,0,0,0,0,1,1
0,0,0,6,-0.524,-0.424,-0.252,0,0,0,0,1,0
1,5,2,2,0.179,-5.431,0.769,1,0,0,1,4,0
0,0,2,1,-0.692,-10.651,0.804,0,0,0,0,5,1
0,6,1,0,1.208,3.097,-0.684,0,0,1,0,4,1
0,0,0,3,0.638,-18.516,-0.412,0,0,1,0,2,1
1,2,1,1,0.748,-18.450,-0.011,1,0,0,0,5,1
0,0,0,5,0.411,-0.807,-0.327,1,0,0,0,5,0
1,1,3,2,-0.664,-4.837,0.857,0,1,0,0,5,1
0,3,2,7,-0.714,-11.041,0.405,0,1,1,0,3,0
0,5,0,1,0.515,1.694,-0.931,0,0,0,0,1,0
0,4,2,5,1.424,1.299,-0.454,0,0,0,0,5,1
1,5,1,6,0.373,-13.399,-0.854,0,0,1,0,3,0
1,4,3,6,1.523,3.336,-0.931,0,1,0,0,3,0
0,3,1,3,1.771,-14.616,-0.414,0,0,1,0,3,1
0,6,1,0,1.571,-3.266,-0.399,1,0,0,0,5,1
0,5,2,4,1.919,1.810,0.588,0,0,0,0,5,0
1,4,3,3,0.485,-2.223,0.256,0,1,0,0,5,0
0,2,0,1,-0.074,-7.144,-0.895,0,0,0,0,3,0
1,6,1,6,1.900,-12.160,0.162,0,1,0,0,1,1
0,4,0,4,-0.489,0.391,-0.975,1,0,0,0,5,1
0,2,3,2,-0.738,-7.678,-0.220,1,0,0,0,2,0
0,0,1,0,1.417,-13.858,-0.886,1,0,0,0,3,0
1,5,3,3,0.420,3.353,0.178,1,0,0,0,5,0
1,2,3,8,-0.646,-9.998,-0.990,0,0,1,0,4,0
0,4,1,2,1.067,-3.527,0.976,0,0,0,0,3,0
1,5,2,8,1.034,-10.888,-0.526,0,0,0,0,3,0
0,3,3,3,-0.852,-5.899,-0.253,1,0,0,0,1,0
0,0,3,1,1.186,-10.344,-0.229,0,0,0,0,5,1
0,2,3,8,-0.235,-4.081,-0.378,0,0,0,0,3,0
1,5,3,0,0.475,-10.607,0.006,0,1,0,0,5,0
0,2,3,4,-0.097,3.723,0.181,0,0,0,0,4,0
0,3,3,0,0.171,-10.052,-0.561,1,0,0,1,3,1
1,6,2,0,1.559,-5.739,0.453,0,0,0,1,3,1
0,1,0,4,1.397,0.202,0.817,0,0,1,0,4,1
0,0,1,5,1.534,1.444,0.141,1,0,0,0,4,1
0,3,2,1,-0.470,-6.960,0.678,0,0,0,0,5,0
0,2,0,7,1.208,-3.518,0.120,0,0,0,0,1,0
0,4,3,2,-0.163,-19.959,-0.568,0,0,0,0,1,0
1,1,3,7,-0.872,-8.007,0.627,0,0,1,0,4,0
1,2,0,4,1.687,1.049,0.672,1,0,0,0,4,0
1,3,3,0,1.529,0.265,0.421,1,0,1,0,3,0
0,5,3,7,0.430,-17.042,0.307,0,0,0,0,1,0
0,3,2,2,1.026,-5.308,-0.456,0,0,0,0,3,0
0,0,3,5,-0.943,4.897,0.733,0,1,0,0,5,1
0,1,0,6,0.410,-2.785,-0.071,0,0,0,0,2,0
1,1,3,8,1.341,-17.844,0.021,0,0,0,0,3,1
0,5,0,0,0.094,-1.783,0.061,1,0,0,0,4,1
0,2,2,2,-0.044,4.262,0.239,0,1,0,0,4,1
0,0,0,8,-0.536,-2.929,0.106,0,1,0,0,3,0
0,1,3,0,-0.822,-3.422,0.424,0,0,0,0,1,1
0,4,0,0,-0.066,-12.275,-0.848,1,0,0,0,5,0
0,4,3,6,-0.458,-18.146,0.239,0,0,0,0,4,0
0,1,3,8,-0.829,-10.523,0.794,0,0,0,0,3,0
1,6,0,3,0.883,-18.219,0.369,0,0,0,0,2,1
0,3,1,1,-0.665,1.309,-0.510,1,0,0,0,5,1
0,1,2,2,1.066,4.339,-0.598,0,0,0,0,4,1
0,3,0,4,0.672,-2.820,-0.377,0,0,0,0,2,0
0,0,1,6,1.040,-2.664,0.201,0,0,1,0,1,1
1,0,2,3,1.027,-17.930,-0.508,0,1,0,1,4,1
1,5,0,5,0.951,-3.430,-0.427,0,1,0,0,5,0
0,0,0,1,-0.109,-15.229,0.953,0,0,0,0,3,0
0,4,2,3,-0.902,2.678,0.208,0,0,0,0,1,1
0,3,0,8,0.056,-4.184,0.791,0,1,0,0,1,1
0,6,3,4,0.663,-1.250,-0.976,1,0,0,0,4,0
0,1,0,3,-0.513,-6.850,-0.229,1,0,0,0,4,0
0,2,3,2,0.114,2.150,-0.194,0,0,0,0,4,1
1,6,1,6,1.723,3.861,0.441,1,0,0,1,3,1
0,2,3,5,0.564,-9.370,-0.230,1,1,0,0,4,1
1,2,0,7,-0.771,-17.589,0.560,0,0,0,0,2,0
0,5,0,8,0.691,-19.405,-0.605,0,1,0,0,4,0
0,1,2,8,0.831,-5.955,0.183,0,0,0,0,2,0
0,6,1,7,1.457,-18.130,-0.766,1,0,0,0,3,1
1,4,3,1,0.428,-16.382,0.236,0,0,1,0,5,0
0,1,1,8,-0.640,0.663,0.756,0,0,0,1,3,1
0,0,2,2,0.271,-8.049,-0.916,1,0,1,0,3,0
0,0,0,3,1.372,-18.944,-0.046,0,0,0,0,4,1
0,1,0,2,-0.430,-4.748,0.740,0,0,0,0,4,0
0,2,0,6,0.121,-2.235,0.207,1,0,0,0,1,0
0,2,0,2,1.757,-3.707,0.384,0,0,0,1,3,1
0,3,0,4,0.097,2.057,-0.724,0,0,1,0,2,1
1,5,3,6,1.788,3.217,-0.858,0,0,0,0,4,1
0,1,1,4,1.800,-6.525,0.139,0,0,0,0,4,0
0,6,0,5,0.415,-17.728,0.870,0,1,0,0,3,0
0,2,1,6,1.103,-2.192,-0.352,0,0,0,1,5,0
0,0,0,0,1.354,-9.260,0.089,0,0,0,0,5,1
0,3,2,5,-0.581,-18.250,-0.147,0,0,0,0,5,1
0,4,2,7,-0.915,-15.826,-0.970,0,0,1,0,2,0
0,5,3,6,-0.188,-1.688,0.450,0,0,0,0,5,1
0,5,0,5,-0.722,4.099,-0.719,0,0,0,0,1,0
0,6,2,3,-0.274,-2.451,0.472,0,0,0,0,3,1
0,0,2,4,1.782,-7.693,-0.261,0,0,0,0,2,0
0,4,0,3,0.340,-1.367,-0.904,0,0,0,1,4,1
0,1,1,4,0.093,-16.490,-0.306,0,0,0,0,3,1
0,4,0,3,0.525,-19.375,0.617,1,0,0,0,2,0
1,4,2,0,0.702,-19.845,-0.327,0,0,0,1,3,1
0,4,1,6,-0.889,-15.007,-0.541,0,0,0,0,4,1
1,4,3,8,0.977,-6.446,0.839,0,0,0,0,2,1
0,5,2,8,-0.724,-3.081,-0.157,0,0,1,0,1,0
0,5,1,4,-0.123,-8.656,-0.460,0,0,0,1,3,0
0,5,1,8,-0.359,-16.017,0.320,0,0,0,0,4,0
0,5,2,1,1.259,-2.777,0.841,1,0,0,0,2,1
1,6,1,0,0.581,-7.684,-0.043,0,0,1,0,1,1
0,5,2,5,-0.088,-15.245,0.903,0,0,1,0,2,1
0,0,2,2,0.388,-10.308,0.489,0,0,0,0,5,1
0,1,2,0,1.329,-14.530,-0.968,1,0,0,0,2,0
1,5,3,3,-0.070,-10.213,-0.137,1,0,0,0,3,0
0,4,2,5,-0.435,-2.941,-0.395,1,0,1,0,2,1
0,6,0,1,1.840,3.985,-0.459,1,0,0,0,4,1
0,6,1,7,0.082,4.025,-0.269,0,0,1,1,3,0
0,5,0,8,1.027,-2.914,0.194,0,0,1,0,1,0
0,3,3,0,0.497,-11.579,-0.729,0,0,1,0,2,1
0,3,3,6,-0.786,-8.342,-0.054,0,1,0,0,5,0
0,1,3,2,0.276,-16.261,-0.116,1,0,0,0,5,0
0,2,1,4,-0.950,-10.206,-0.716,0,0,1,0,3,0
1,5,3,0,0.274,0.809,0.205,0,0,0,0,1,1
0,5,1,4,0.242,-1.508,0.206,1,0,0,0,4,1
0,1,3,5,1.630,2.136,-0.354,0,0,0,0,3,1
0,1,2,6,-0.763,-3.923,-0.184,0,0,0,0,1,1
0,5,0,7,1.311,-11.503,0.762,0,0,0,0,1,1
0,6,2,7,-0.017,-1.883,-0.319,1,0,0,0,2,0
0,6,2,8,1.797,-5.505,0.537,0,0,0,0,4,1
0,0,2,2,0.102,-10.050,0.066,1,0,0,0,4,0
1,1,2,4,1.600,-14.851,0.974,0,0,0,0,4,1
0,3,3,0,0.662,-12.737,0.655,0,0,0,0,3,0
0,2,0,6,0.771,-11.014,-0.261,0,0,1,0,2,0
0,3,0,4,1.402,-10.908,0.933,0,0,0,1,1,0
0,2,3,4,-0.412,-2.820,0.011,1,0,1,0,2,0
0,1,2,8,1.245,-3.235,0.119,0,0,0,0,5,1
1,6,1,6,1.062,-18.344,0.170,1,0,0,0,2,1
0,6,1,5,-0.335,-7.248,-0.567,1,0,1,0,4,1
0,2,0,8,0.265,-13.601,0.435,0,0,0,0,4,1
0,2,1,1,-0.690,-8.618,-0.814,1,0,0,0,5,0
0,4,1,0,-0.437,-3.261,0.900,0,0,0,0,5,1
0,6,0,8,-0.633,-8.417,-0.908,0,0,1,0,1,0
0,1,0,1,0.414,-16.846,0.840,0,0,0,0,5,0
0,1,1,5,0.741,-0.273,-0.696,0,0,0,0,2,1
0,4,0,5,-0.865,-13.728,0.497,0,0,0,0,3,1
0,2,0,7,1.179,-19.129,-0.650,0,0,0,0,4,0
0,1,0,1,0.572,-10.450,0.267,1,0,0,0,2,0
0,5,2,0,0.033,1.744,0.987,1,0,0,0,3,0
0,1,2,3,1.443,-19.288,-0.578,0,0,0,0,4,0
0,1,3,4,0.714,-19.666,-0.058,0,1,1,0,4,1
0,3,0,4,0.220,3.808,0.009,1,0,1,0,3,0
0,2,3,5,-0.170,-4.650,0.635,0,0,0,0,2,0
0,3,3,1,-0.120,0.598,-0.952,1,0,0,0,5,0
0,2,2,8,0.589,-8.652,-0.115,0,0,0,0,1,0
1,6,3,1,-0.234,-10.787,-0.448,0,1,0,0,2,0
0,4,1,0,-0.489,-7.996,0.100,0,0,0,0,5,0
1,4,1,6,1.784,-9.123,0.192,1,0,1,0,5,1
1,5,2,4,1.240,-17.664,-0.283,0,0,1,0,4,0
0,5,0,1,-0.631,-18.257,0.069,1,0,0,0,3,1
0,2,2,5,0.381,0.912,0.916,0,1,0,0,4,1
0,2,2,6,0.884,3.133,-0.288,1,0,0,0,1,1
1,3,2,3,1.192,-7.721,0.386,1,0,0,0,5,1
0,6,1,5,1.518,-0.954,-0.848,0,0,0,0,2,0
0,0,0,0,-0.049,-14.979,0.649,0,0,0,0,1,1
1,1,2,7,1.010,-19.110,-0.415,0,1,0,0,5,1
0,0,2,1,1.380,3.237,-0.175,1,1,1,0,1,1
0,0,3,1,-0.405,-11.304,0.543,0,0,0,0,5,0
0,5,3,4,-0.163,-5.640,0.154,0,0,0,0,5,0
0,1,1,3,-0.552,-15.157,0.134,1,0,0,0,2,0
0,2,0,0,-0.535,3.581,-0.074,1,0,0,0,2,1
1,0,1,0,1.022,-14.128,0.224,0,0,0,0,2,1
0,1,3,5,0.068,3.691,0.606,1,0,0,0,3,1
0,3,0,0,-0.636,4.910,0.497,0,0,0,0,5,1
0,3,2,5,-0.280,-1.682,0.759,0,0,0,0,1,0
1,3,0,8,1.854,-2.573,-0.732,0,1,1,0,5,0
0,6,1,5,0.538,-5.601,0.493,0,0,0,0,3,1
0,3,3,8,-0.839,-19.408,-0.905,0,0,0,0,1,0
0,3,2,2,0.244,-9.245,-0.837,0,0,0,0,4,0
0,6,2,3,0.819,-16.508,-0.883,0,0,0,0,3,1
1,5,3,0,0.446,-13.990,0.240,0,0,0,0,1,1
0,0,2,6,1.213,-14.828,-0.859,0,1,0,0,5,0
1,5,1,8,1.342,-12.710,-0.003,1,0,0,0,5,0
0,3,2,1,-0.443,1.088,-0.780,0,0,0,0,4,0
0,0,2,0,1.789,1.472,-0.123,0,0,0,0,1,0
0,6,2,8,0.045,-8.291,-0.582,1,0,0,0,1,1
1,5,2,5,1.768,-4.581,0.550,0,0,0,1,1,1
1,5,1,4,1.622,-0.200,-0.158,0,0,0,1,3,0
0,5,1,3,-0.904,-9.719,-0.780,0,0,0,1,2,0
0,6,1,6,-0.632,-16.182,0.892,0,0,0,0,4,0
0,1,1,1,0.359,-4.178,-0.295,0,1,0,0,3,1
0,0,3,0,-0.194,-6.074,0.110,1,0,0,0,4,0
0,2,2,2,0.053,-19.843,0.541,0,0,0,0,5,0
0,6,3,0,1.176,-2.262,-0.548,1,0,0,0,5,0
0,3,2,5,0.347,-4.792,0.770,0,0,0,0,4,1
